121 	VestalElec 
122 	VestalGas 
123 	VestalMeter 
128 	RangeTest 
131 	BrewsterLine 
133 	BrewsterServ 
141 	ElmiraElec 
142 	ElmiraGas 
143 	ElmiraMeter 
151 	GenvElec/Gas 
153 	Call Center 
171 	Ithaca Elec 
172 	Ithaca Gas 
173 	Ithaca Meter 
191 	Liberty Line 
193 	Liberty Serv 
221 	ChathElec 
228 	RangeTest 
